DataReferencia;CodigoInstrumento;AcaoAtualizacao;PrecoNegocio;QuantidadeNegociada;HoraFechamento;CodigoIdentificadorNegocio;TipoSessaoPregao;DataNegocio;CodigoParticipanteComprador;CodigoParticipanteVendedor
2025-05-29;PETR4;0;31,480;500;100335879;10;1;2025-05-29;40;39
2025-05-29;PETR4;0;31,480;300;100335879;20;1;2025-05-29;40;107
2025-05-29;PETR4;0;31,480;100;100335879;30;1;2025-05-29;238;107
2025-05-29;PETR4;0;31,480;100;100335879;40;1;2025-05-29;238;107
2025-05-29;PETR4;0;31,480;300;100335879;50;1;2025-05-29;3;107
2025-05-29;PETR4;0;31,480;100;100335879;60;1;2025-05-29;85;39
2025-05-29;PETR4;0;31,480;100;100335879;70;1;2025-05-29;4090;39
2025-05-29;PETR4;0;31,480;100;100335879;80;1;2025-05-29;4090;39
2025-05-29;PETR4;0;31,480;200;100335879;90;1;2025-05-29;16;39
2025-05-29;PETR4;0;31,480;600;100335879;100;1;2025-05-29;16;23
2025-05-29;PETR4;0;31,480;100;100335879;110;1;2025-05-29;16;39
2025-05-29;PETR4;0;31,480;100;100335879;120;1;2025-05-29;3;93
2025-05-29;PETR4;0;31,480;3900;100335879;130;1;2025-05-29;39;93
2025-05-29;PETR4;0;31,480;200;100335879;140;1;2025-05-29;39;39
2025-05-29;PETR4;0;31,480;100;100335879;150;1;2025-05-29;39;238
2025-05-29;PETR4;0;31,480;100;100335879;160;1;2025-05-29;39;238
2025-05-29;PETR4;0;31,480;12400;100335879;170;1;2025-05-29;39;40
2025-05-29;PETR4;0;31,480;1800;100335879;180;1;2025-05-29;39;39
2025-05-29;PETR4;0;31,480;300;100335879;190;1;2025-05-29;39;39
2025-05-29;PETR4;0;31,480;500;100335879;200;1;2025-05-29;39;39
2025-05-29;PETR4;0;31,480;700;100335879;210;1;2025-05-29;39;39
2025-05-29;PETR4;0;31,480;400;100335879;220;1;2025-05-29;39;3
2025-05-29;PETR4;0;31,480;100;100335879;230;1;2025-05-29;39;120
2025-05-29;PETR4;0;31,480;200;100335879;240;1;2025-05-29;39;4090
2025-05-29;PETR4;0;31,480;8000;100335879;250;1;2025-05-29;39;4090
2025-05-29;PETR4;0;31,480;100;100335879;260;1;2025-05-29;39;3
2025-05-29;PETR4;0;31,480;1200;100335879;270;1;2025-05-29;39;85
2025-05-29;PETR4;0;31,480;1100;100335879;280;1;2025-05-29;120;85
2025-05-29;PETR4;0;31,480;400;100335879;290;1;2025-05-29;120;90
2025-05-29;PETR4;0;31,480;100;100335879;300;1;2025-05-29;120;90
2025-05-29;PETR4;0;31,480;100;100335879;310;1;2025-05-29;120;90
2025-05-29;PETR4;0;31,480;100;100335879;320;1;2025-05-29;120;90
2025-05-29;PETR4;0;31,480;100;100335879;330;1;2025-05-29;120;90
2025-05-29;PETR4;0;31,480;1100;100335879;340;1;2025-05-29;120;8
2025-05-29;PETR4;0;31,480;2400;100335879;350;1;2025-05-29;85;8
2025-05-29;PETR4;0;31,480;500;100335879;360;1;2025-05-29;3;8
2025-05-29;PETR4;0;31,480;100;100335879;370;1;2025-05-29;120;8
2025-05-29;PETR4;0;31,480;3000;100335879;380;1;2025-05-29;3;8
2025-05-29;PETR4;0;31,480;2000;100335879;390;1;2025-05-29;39;8
2025-05-29;PETR4;0;31,480;200;100335879;400;1;2025-05-29;3;8
2025-05-29;PETR4;0;31,480;100;100335879;410;1;2025-05-29;120;8
2025-05-29;PETR4;0;31,480;2700;100335879;420;1;2025-05-29;114;8
2025-05-29;PETR4;0;31,480;4300;100335879;430;1;2025-05-29;114;147
2025-05-29;PETR4;0;31,480;100;100335879;440;1;2025-05-29;3;147
2025-05-29;PETR4;0;31,480;300;100335879;450;1;2025-05-29;90;147
2025-05-29;PETR4;0;31,480;100;100335879;460;1;2025-05-29;90;147
2025-05-29;PETR4;0;31,480;100;100335879;470;1;2025-05-29;90;147
2025-05-29;PETR4;0;31,480;2500;100335879;480;1;2025-05-29;85;147
2025-05-29;PETR4;0;31,480;200;100335879;490;1;2025-05-29;90;147
2025-05-29;PETR4;0;31,480;200;100335879;500;1;2025-05-29;90;147
2025-05-29;PETR4;0;31,480;100;100335879;510;1;2025-05-29;90;147
2025-05-29;PETR4;0;31,480;100;100335879;520;1;2025-05-29;90;147
2025-05-29;PETR4;0;31,480;100;100335879;530;1;2025-05-29;90;147
2025-05-29;PETR4;0;31,480;100;100335879;540;1;2025-05-29;90;147
2025-05-29;PETR4;0;31,480;300;100335879;550;1;2025-05-29;90;147
2025-05-29;PETR4;0;31,480;300;100335879;560;1;2025-05-29;90;147
2025-05-29;PETR4;0;31,480;100;100335879;570;1;2025-05-29;90;147
2025-05-29;PETR4;0;31,480;100;100335879;580;1;2025-05-29;90;147
2025-05-29;PETR4;0;31,480;100;100335879;590;1;2025-05-29;90;147
2025-05-29;PETR4;0;31,480;100;100335879;600;1;2025-05-29;90;147
2025-05-29;PETR4;0;31,480;500;100335879;610;1;2025-05-29;90;147
2025-05-29;PETR4;0;31,480;100;100335879;620;1;2025-05-29;90;147
2025-05-29;PETR4;0;31,480;100;100335879;630;1;2025-05-29;90;147
2025-05-29;PETR4;0;31,480;100;100335879;640;1;2025-05-29;90;147
2025-05-29;PETR4;0;31,480;100;100335879;650;1;2025-05-29;90;147
2025-05-29;PETR4;0;31,480;200;100335879;660;1;2025-05-29;90;147
2025-05-29;PETR4;0;31,480;100;100335879;670;1;2025-05-29;90;147
2025-05-29;PETR4;0;31,480;300;100335879;680;1;2025-05-29;90;147
2025-05-29;PETR4;0;31,480;100;100335879;690;1;2025-05-29;90;147
2025-05-29;PETR4;0;31,480;100;100335879;700;1;2025-05-29;90;147
2025-05-29;PETR4;0;31,480;100;100335879;710;1;2025-05-29;90;147
2025-05-29;PETR4;0;31,480;1000;100335879;720;1;2025-05-29;90;147
2025-05-29;PETR4;0;31,480;100;100335879;730;1;2025-05-29;90;39
2025-05-29;PETR4;0;31,480;1000;100335879;740;1;2025-05-29;90;3
2025-05-29;PETR4;0;31,480;200;100335879;750;1;2025-05-29;90;746
2025-05-29;PETR4;0;31,480;100;100335879;760;1;2025-05-29;90;746
2025-05-29;PETR4;0;31,480;200;100335879;770;1;2025-05-29;90;746
2025-05-29;PETR4;0;31,480;500;100335879;780;1;2025-05-29;120;746
2025-05-29;PETR4;0;31,480;100;100335879;790;1;2025-05-29;120;6003
2025-05-29;PETR4;0;31,480;100;100335879;800;1;2025-05-29;120;4090
2025-05-29;PETR4;0;31,480;200;100335879;810;1;2025-05-29;120;3
2025-05-29;PETR4;0;31,480;100;100335879;820;1;2025-05-29;120;3
2025-05-29;PETR4;0;31,480;300;100335879;830;1;2025-05-29;120;3
2025-05-29;PETR4;0;31,480;300;100335879;840;1;2025-05-29;120;3
2025-05-29;PETR4;0;31,480;100;100335879;850;1;2025-05-29;120;3
2025-05-29;PETR4;0;31,480;100;100335879;860;1;2025-05-29;120;114
2025-05-29;PETR4;0;31,480;100;100335879;870;1;2025-05-29;120;39
2025-05-29;PETR4;0;31,480;100;100335879;880;1;2025-05-29;120;114
2025-05-29;PETR4;0;31,480;1000;100335879;890;1;2025-05-29;120;3
2025-05-29;PETR4;0;31,480;2500;100335879;900;1;2025-05-29;120;85
2025-05-29;PETR4;0;31,480;2500;100335879;910;1;2025-05-29;120;85
2025-05-29;PETR4;0;31,480;500;100335879;920;1;2025-05-29;120;746
2025-05-29;PETR4;0;31,480;1000;100335879;930;1;2025-05-29;120;107
2025-05-29;PETR4;0;31,480;100;100335879;940;1;2025-05-29;120;90
2025-05-29;PETR4;0;31,480;400;100335879;950;1;2025-05-29;120;3
2025-05-29;PETR4;0;31,480;300;100335879;960;1;2025-05-29;88;3
2025-05-29;PETR4;0;31,480;1300;100335879;970;1;2025-05-29;88;3
2025-05-29;PETR4;0;31,480;700;100335879;980;1;2025-05-29;88;85
2025-05-29;PETR4;0;31,480;100;100335879;990;1;2025-05-29;27;85
2025-05-29;PETR4;0;31,480;1000;100335879;1000;1;2025-05-29;88;85
2025-05-29;PETR4;0;31,480;100;100335879;1010;1;2025-05-29;3;85
2025-05-29;PETR4;0;31,480;200;100335879;1020;1;2025-05-29;3;85
2025-05-29;PETR4;0;31,480;400;100335879;1030;1;2025-05-29;120;85
2025-05-29;PETR4;0;31,480;4600;100335879;1040;1;2025-05-29;120;120
2025-05-29;PETR4;0;31,480;100;100335879;1050;1;2025-05-29;120;120
2025-05-29;PETR4;0;31,480;500;100335879;1060;1;2025-05-29;3;120
2025-05-29;PETR4;0;31,480;300;100335879;1070;1;2025-05-29;39;120
2025-05-29;PETR4;0;31,480;500;100335879;1080;1;2025-05-29;3;120
2025-05-29;PETR4;0;31,480;100;100335879;1090;1;2025-05-29;3;120
2025-05-29;PETR4;0;31,480;100;100335879;1100;1;2025-05-29;114;120
2025-05-29;PETR4;0;31,480;100;100335879;1110;1;2025-05-29;120;120
2025-05-29;PETR4;0;31,480;100;100335879;1120;1;2025-05-29;3;120
2025-05-29;PETR4;0;31,480;300;100335879;1130;1;2025-05-29;120;120
2025-05-29;PETR4;0;31,480;500;100335879;1140;1;2025-05-29;120;120
2025-05-29;PETR4;0;31,480;7500;100335879;1150;1;2025-05-29;3;120
2025-05-29;PETR4;0;31,480;1000;100335879;1160;1;2025-05-29;3;120
2025-05-29;PETR4;0;31,480;1500;100335879;1170;1;2025-05-29;3;120
2025-05-29;PETR4;0;31,480;1500;100335879;1180;1;2025-05-29;3;120
2025-05-29;PETR4;0;31,480;100;100335879;1190;1;2025-05-29;3;120
2025-05-29;PETR4;0;31,480;100;100335889;1200;1;2025-05-29;85;120
2025-05-29;PETR4;0;31,480;800;100335889;1210;1;2025-05-29;85;120
2025-05-29;PETR4;0;31,480;800;100335889;1220;1;2025-05-29;85;120
2025-05-29;PETR4;0;31,480;100;100335889;1230;1;2025-05-29;85;85
2025-05-29;PETR4;0;31,480;100;100335916;1240;1;2025-05-29;85;93
2025-05-29;PETR4;0;31,480;100;100335976;1250;1;2025-05-29;85;4090
2025-05-29;PETR4;0;31,490;100;100336054;1260;1;2025-05-29;4090;3
2025-05-29;PETR4;0;31,490;900;100336054;1270;1;2025-05-29;3;3
2025-05-29;PETR4;0;31,500;100;100336055;1280;1;2025-05-29;4090;120
2025-05-29;PETR4;0;31,500;300;100336058;1290;1;2025-05-29;4090;120
2025-05-29;PETR4;0;31,500;1000;100336058;1300;1;2025-05-29;4090;16
2025-05-29;PETR4;0;31,490;300;100336293;1310;1;2025-05-29;77;238
2025-05-29;PETR4;0;31,490;600;100336293;1320;1;2025-05-29;77;16
2025-05-29;PETR4;0;31,490;2400;100336293;1330;1;2025-05-29;3;16
2025-05-29;PETR4;0;31,480;100;100336401;1340;1;2025-05-29;85;3
2025-05-29;PETR4;0;31,480;100;100336579;1350;1;2025-05-29;85;120
2025-05-29;PETR4;0;31,490;100;100336782;1360;1;2025-05-29;120;238
2025-05-29;PETR4;0;31,480;700;100337191;1370;1;2025-05-29;85;39
2025-05-29;PETR4;0;31,480;300;100337548;1380;1;2025-05-29;85;39
2025-05-29;PETR4;0;31,490;500;100337659;1390;1;2025-05-29;120;39
2025-05-29;PETR4;0;31,480;100;100337864;1400;1;2025-05-29;85;39
2025-05-29;PETR4;0;31,490;200;100338797;1410;1;2025-05-29;4090;39
2025-05-29;PETR4;0;31,480;100;100340393;1420;1;2025-05-29;85;238
2025-05-29;PETR4;0;31,480;1100;100340401;1430;1;2025-05-29;85;238
2025-05-29;PETR4;0;31,490;1000;100340906;1440;1;2025-05-29;3;39
2025-05-29;PETR4;0;31,480;300;100341259;1450;1;2025-05-29;85;39
2025-05-29;PETR4;0;31,480;10300;100342240;1460;1;2025-05-29;85;39
2025-05-29;PETR4;0;31,480;100;100342240;1470;1;2025-05-29;238;39
2025-05-29;PETR4;0;31,480;100;100342240;1480;1;2025-05-29;238;39
2025-05-29;PETR4;0;31,480;100;100342240;1490;1;2025-05-29;238;39
2025-05-29;PETR4;0;31,480;900;100342240;1500;1;2025-05-29;40;39
2025-05-29;PETR4;0;31,480;300;100342240;1510;1;2025-05-29;120;39
2025-05-29;PETR4;0;31,480;300;100342240;1520;1;2025-05-29;16;39
2025-05-29;PETR4;0;31,480;100;100342273;1530;1;2025-05-29;93;147
2025-05-29;PETR4;0;31,480;100;100342346;1540;1;2025-05-29;40;147
2025-05-29;PETR4;0;31,460;100;100342764;1550;1;2025-05-29;120;39
2025-05-29;PETR4;0;31,460;900;100342764;1560;1;2025-05-29;120;39
2025-05-29;PETR4;0;31,480;100;100343542;1570;1;2025-05-29;3;147
2025-05-29;PETR4;0;31,460;200;100344406;1580;1;2025-05-29;1099;3
2025-05-29;PETR4;0;31,480;700;100344845;1590;1;2025-05-29;120;147
2025-05-29;PETR4;0;31,480;800;100344845;1600;1;2025-05-29;120;120
2025-05-29;PETR4;0;31,480;1000;100344845;1610;1;2025-05-29;120;147
2025-05-29;PETR4;0;31,480;700;100344845;1620;1;2025-05-29;120;3
2025-05-29;PETR4;0;31,480;100;100345280;1630;1;2025-05-29;4090;3
2025-05-29;PETR4;0;31,480;100;100345851;1640;1;2025-05-29;3;3
2025-05-29;PETR4;0;31,480;100;100345964;1650;1;2025-05-29;3;3
2025-05-29;PETR4;0;31,480;400;100345964;1660;1;2025-05-29;3;3
2025-05-29;PETR4;0;31,480;200;100346347;1670;1;2025-05-29;3;3
2025-05-29;PETR4;0;31,480;400;100347565;1680;1;2025-05-29;107;3
2025-05-29;PETR4;0;31,480;600;100347565;1690;1;2025-05-29;107;13
2025-05-29;PETR4;0;31,470;200;100348181;1700;1;2025-05-29;40;39
2025-05-29;PETR4;0;31,470;100;100348181;1710;1;2025-05-29;238;39
2025-05-29;PETR4;0;31,460;100;100348181;1720;1;2025-05-29;1099;39
2025-05-29;PETR4;0;31,460;100;100348181;1730;1;2025-05-29;120;39
2025-05-29;PETR4;0;31,480;200;100348346;1740;1;2025-05-29;3;13
2025-05-29;PETR4;0;31,480;100;100348346;1750;1;2025-05-29;3;39
2025-05-29;PETR4;0;31,480;500;100350972;1760;1;2025-05-29;114;39
2025-05-29;PETR4;0;31,470;1200;100352258;1770;1;2025-05-29;120;39
2025-05-29;PETR4;0;31,480;100;100353110;1780;1;2025-05-29;85;93
2025-05-29;PETR4;0;31,470;100;100353481;1790;1;2025-05-29;120;4090
2025-05-29;PETR4;0;31,470;100;100354831;1800;1;2025-05-29;120;3
2025-05-29;PETR4;0;31,480;100;100356274;1810;1;2025-05-29;114;3
2025-05-29;PETR4;0;31,480;900;100356274;1820;1;2025-05-29;114;3
2025-05-29;PETR4;0;31,480;100;100356931;1830;1;2025-05-29;85;3
2025-05-29;PETR4;0;31,480;1300;100358198;1840;1;2025-05-29;27;39
2025-05-29;PETR4;0;31,480;1100;100358198;1850;1;2025-05-29;27;16
2025-05-29;PETR4;0;31,480;800;100358466;1860;1;2025-05-29;93;16
2025-05-29;PETR4;0;31,480;700;100359634;1870;1;2025-05-29;93;85
2025-05-29;PETR4;0;31,480;100;100359703;1880;1;2025-05-29;93;4090
2025-05-29;PETR4;0;31,480;22000;100359878;1890;1;2025-05-29;93;39
2025-05-29;PETR4;0;31,480;100;100359878;1900;1;2025-05-29;40;39
2025-05-29;PETR4;0;31,470;400;100359908;1910;1;2025-05-29;16;147
2025-05-29;PETR4;0;31,470;100;100359908;1920;1;2025-05-29;40;147
2025-05-29;PETR4;0;31,460;1000;100359908;1930;1;2025-05-29;120;147
2025-05-29;PETR4;0;31,460;200;100400296;1940;1;2025-05-29;120;39
2025-05-29;PETR4;0;31,460;900;100400296;1950;1;2025-05-29;120;39
2025-05-29;PETR4;0;31,460;100;100400296;1960;1;2025-05-29;4090;39
2025-05-29;PETR4;0;31,460;800;100400296;1970;1;2025-05-29;3;39
2025-05-29;PETR4;0;31,460;200;100402485;1980;1;2025-05-29;3;262
2025-05-29;PETR4;0;31,450;100;100402485;1990;1;2025-05-29;3;262
2025-05-29;PETR4;0;31,450;100;100402485;2000;1;2025-05-29;3;262
2025-05-29;PETR4;0;31,450;100;100402485;2010;1;2025-05-29;1099;262
2025-05-29;PETR4;0;31,450;500;100402485;2020;1;2025-05-29;39;262
2025-05-29;PETR4;0;31,450;100;100403296;2030;1;2025-05-29;39;127
2025-05-29;PETR4;0;31,460;100;100404710;2040;1;2025-05-29;114;114
2025-05-29;PETR4;0;31,450;1000;100406439;2050;1;2025-05-29;39;3
2025-05-29;PETR4;0;31,450;400;100407129;2060;1;2025-05-29;39;39
2025-05-29;PETR4;0;31,450;1200;100407129;2070;1;2025-05-29;120;39
2025-05-29;PETR4;0;31,450;800;100407129;2080;1;2025-05-29;120;39
2025-05-29;PETR4;0;31,470;1000;100407233;2090;1;2025-05-29;3;8
2025-05-29;PETR4;0;31,450;600;100407736;2100;1;2025-05-29;120;39
2025-05-29;PETR4;0;31,470;1400;100411003;2110;1;2025-05-29;23;8
2025-05-29;PETR4;0;31,470;2000;100411423;2120;1;2025-05-29;27;8
2025-05-29;PETR4;0;31,460;1300;100411597;2130;1;2025-05-29;120;1618
2025-05-29;PETR4;0;31,450;400;100412249;2140;1;2025-05-29;120;39
2025-05-29;PETR4;0;31,450;100;100413535;2150;1;2025-05-29;120;3
2025-05-29;PETR4;0;31,450;100;100414365;2160;1;2025-05-29;120;85
2025-05-29;PETR4;0;31,450;100;100414365;2170;1;2025-05-29;3;85
2025-05-29;PETR4;0;31,460;1300;100414686;2180;1;2025-05-29;120;1618
2025-05-29;PETR4;0;31,450;1000;100414718;2190;1;2025-05-29;120;8
2025-05-29;PETR4;0;31,450;1000;100414718;2200;1;2025-05-29;27;8
2025-05-29;PETR4;0;31,450;300;100414718;2210;1;2025-05-29;16;8
2025-05-29;PETR4;0;31,440;100;100414727;2220;1;2025-05-29;120;147
2025-05-29;PETR4;0;31,450;200;100415013;2230;1;2025-05-29;13;85
2025-05-29;PETR4;0;31,450;400;100415013;2240;1;2025-05-29;13;8
2025-05-29;PETR4;0;31,450;4200;100415013;2250;1;2025-05-29;8;8
2025-05-29;PETR4;0;31,450;200;100415013;2260;1;2025-05-29;8;93
2025-05-29;PETR4;0;31,450;100;100415013;2270;1;2025-05-29;8;93
2025-05-29;PETR4;0;31,460;200;100415032;2280;1;2025-05-29;13;85
2025-05-29;PETR4;0;31,460;200;100415032;2290;1;2025-05-29;13;85
2025-05-29;PETR4;0;31,460;1000;100415032;2300;1;2025-05-29;13;8
2025-05-29;PETR4;0;31,450;900;100415197;2310;1;2025-05-29;120;39
2025-05-29;PETR4;0;31,450;100;100415581;2320;1;2025-05-29;120;85
2025-05-29;PETR4;0;31,470;100;100418152;2330;1;2025-05-29;4090;16
2025-05-29;PETR4;0;31,450;200;100419901;2340;1;2025-05-29;120;39
2025-05-29;PETR4;0;31,450;900;100419901;2350;1;2025-05-29;120;39
2025-05-29;PETR4;0;31,450;1000;100419901;2360;1;2025-05-29;3;39
2025-05-29;PETR4;0;31,450;1000;100419901;2370;1;2025-05-29;120;39
2025-05-29;PETR4;0;31,450;100;100419901;2380;1;2025-05-29;39;39
2025-05-29;PETR4;0;31,450;100;100420187;2390;1;2025-05-29;27;39
2025-05-29;PETR4;0;31,450;100;100420187;2400;1;2025-05-29;114;39
2025-05-29;PETR4;0;31,450;200;100420187;2410;1;2025-05-29;120;39
2025-05-29;PETR4;0;31,450;1000;100422422;2420;1;2025-05-29;120;39
2025-05-29;PETR4;0;31,470;100;100422683;2430;1;2025-05-29;1099;16
2025-05-29;PETR4;0;31,460;100;100426911;2440;1;2025-05-29;88;39
2025-05-29;PETR4;0;31,460;100;100433693;2450;1;2025-05-29;40;39
2025-05-29;PETR4;0;31,460;100;100433693;2460;1;2025-05-29;40;39
2025-05-29;PETR4;0;31,460;100;100433693;2470;1;2025-05-29;88;39
2025-05-29;PETR4;0;31,460;100;100433693;2480;1;2025-05-29;85;39
2025-05-29;PETR4;0;31,460;100;100433693;2490;1;2025-05-29;88;39
2025-05-29;PETR4;0;31,460;100;100433735;2500;1;2025-05-29;88;3
2025-05-29;PETR4;0;31,460;100;100434149;2510;1;2025-05-29;3;85
2025-05-29;PETR4;0;31,460;100;100434673;2520;1;2025-05-29;3;85
2025-05-29;PETR4;0;31,460;100;100434673;2530;1;2025-05-29;3;93
2025-05-29;PETR4;0;31,460;100;100434673;2540;1;2025-05-29;3;8
2025-05-29;PETR4;0;31,460;100;100435754;2550;1;2025-05-29;88;88
2025-05-29;PETR4;0;31,450;900;100435754;2560;1;2025-05-29;120;88
2025-05-29;PETR4;0;31,470;300;100439173;2570;1;2025-05-29;3;16
2025-05-29;PETR4;0;31,460;100;100441341;2580;1;2025-05-29;88;3
2025-05-29;PETR4;0;31,470;100;100442102;2590;1;2025-05-29;85;16
2025-05-29;PETR4;0;31,460;200;100444241;2600;1;2025-05-29;40;39
2025-05-29;PETR4;0;31,460;100;100444241;2610;1;2025-05-29;88;39
2025-05-29;PETR4;0;31,460;100;100444241;2620;1;2025-05-29;88;39
2025-05-29;PETR4;0;31,460;500;100444241;2630;1;2025-05-29;40;39
2025-05-29;PETR4;0;31,460;200;100444241;2640;1;2025-05-29;16;39
2025-05-29;PETR4;0;31,460;100;100444241;2650;1;2025-05-29;88;39
2025-05-29;PETR4;0;31,460;100;100444241;2660;1;2025-05-29;88;39
2025-05-29;PETR4;0;31,450;300;100444755;2670;1;2025-05-29;120;39
2025-05-29;PETR4;0;31,450;100;100444755;2680;1;2025-05-29;27;39
2025-05-29;PETR4;0;31,450;1000;100445014;2690;1;2025-05-29;120;39
2025-05-29;PETR4;0;31,450;1500;100445014;2700;1;2025-05-29;39;39
2025-05-29;PETR4;0;31,450;200;100448156;2710;1;2025-05-29;39;3
2025-05-29;PETR4;0;31,470;200;100449578;2720;1;2025-05-29;93;3
2025-05-29;PETR4;0;31,470;100;100449580;2730;1;2025-05-29;3;8
2025-05-29;PETR4;0;31,470;1000;100449959;2740;1;2025-05-29;27;8
2025-05-29;PETR4;0;31,460;100;100453878;2750;1;2025-05-29;3;39
2025-05-29;PETR4;0;31,450;200;100454570;2760;1;2025-05-29;39;3
2025-05-29;PETR4;0;31,450;100;100454570;2770;1;2025-05-29;39;127
2025-05-29;PETR4;0;31,450;100;100454570;2780;1;2025-05-29;3;127
2025-05-29;PETR4;0;31,450;100;100454570;2790;1;2025-05-29;3;127
2025-05-29;PETR4;0;31,450;100;100454570;2800;1;2025-05-29;88;127
2025-05-29;PETR4;0;31,450;200;100454570;2810;1;2025-05-29;40;127
2025-05-29;PETR4;0;31,440;1200;100454599;2820;1;2025-05-29;120;8
2025-05-29;PETR4;0;31,440;1100;100454599;2830;1;2025-05-29;120;8
2025-05-29;PETR4;0;31,440;100;100454599;2840;1;2025-05-29;27;8
2025-05-29;PETR4;0;31,440;2600;100454599;2850;1;2025-05-29;3;8
2025-05-29;PETR4;0;31,440;800;100455245;2860;1;2025-05-29;3;39
2025-05-29;PETR4;0;31,440;100;100457593;2870;1;2025-05-29;3;85
2025-05-29;PETR4;0;31,450;200;100500003;2880;1;2025-05-29;4090;127
2025-05-29;PETR4;0;31,440;1500;100501691;2890;1;2025-05-29;3;39
2025-05-29;PETR4;0;31,440;100;100501691;2900;1;2025-05-29;3;39
2025-05-29;PETR4;0;31,440;100;100501691;2910;1;2025-05-29;120;39
2025-05-29;PETR4;0;31,440;100;100501691;2920;1;2025-05-29;27;39
2025-05-29;PETR4;0;31,440;100;100501691;2930;1;2025-05-29;40;39
2025-05-29;PETR4;0;31,440;400;100501691;2940;1;2025-05-29;3;39
2025-05-29;PETR4;0;31,440;200;100501691;2950;1;2025-05-29;16;39
2025-05-29;PETR4;0;31,440;200;100501691;2960;1;2025-05-29;40;39
2025-05-29;PETR4;0;31,440;100;100501802;2970;1;2025-05-29;114;114
2025-05-29;PETR4;0;31,450;200;100501802;2980;1;2025-05-29;114;147
2025-05-29;PETR4;0;31,450;100;100501802;2990;1;2025-05-29;114;93
2025-05-29;PETR4;0;31,440;100;100503688;3000;1;2025-05-29;3;3
2025-05-29;PETR4;0;31,430;400;100503891;3010;1;2025-05-29;85;39
2025-05-29;PETR4;0;31,430;800;100503891;3020;1;2025-05-29;93;39
2025-05-29;PETR4;0;31,430;1200;100503891;3030;1;2025-05-29;93;120
2025-05-29;PETR4;0;31,430;100;100503891;3040;1;2025-05-29;3;120
2025-05-29;PETR4;0;31,430;300;100503891;3050;1;2025-05-29;3;120
2025-05-29;PETR4;0;31,430;100;100504217;3060;1;2025-05-29;3;39
2025-05-29;PETR4;0;31,430;100;100504217;3070;1;2025-05-29;3;39
2025-05-29;PETR4;0;31,430;100;100504217;3080;1;2025-05-29;3;39
2025-05-29;PETR4;0;31,430;200;100504217;3090;1;2025-05-29;3;39
2025-05-29;PETR4;0;31,430;100;100504217;3100;1;2025-05-29;3;39
2025-05-29;PETR4;0;31,450;3000;100505410;3110;1;2025-05-29;27;8
2025-05-29;PETR4;0;31,450;1600;100505474;3120;1;2025-05-29;85;13
2025-05-29;PETR4;0;31,440;400;100507208;3130;1;2025-05-29;120;39
2025-05-29;PETR4;0;31,440;1200;100508646;3140;1;2025-05-29;120;39
2025-05-29;PETR4;0;31,440;100;100508646;3150;1;2025-05-29;40;39
2025-05-29;PETR4;0;31,450;1200;100508985;3160;1;2025-05-29;93;13
2025-05-29;PETR4;0;31,450;300;100509073;3170;1;2025-05-29;27;13
2025-05-29;PETR4;0;31,450;600;100509073;3180;1;2025-05-29;27;39
2025-05-29;PETR4;0;31,450;600;100509073;3190;1;2025-05-29;27;16
2025-05-29;PETR4;0;31,450;300;100509073;3200;1;2025-05-29;27;39
2025-05-29;PETR4;0;31,450;100;100509073;3210;1;2025-05-29;27;93
2025-05-29;PETR4;0;31,450;300;100509073;3220;1;2025-05-29;27;39
2025-05-29;PETR4;0;31,460;100;100513802;3230;1;2025-05-29;238;27
2025-05-29;PETR4;0;31,460;700;100513802;3240;1;2025-05-29;238;13
2025-05-29;PETR4;0;31,460;100;100514321;3250;1;2025-05-29;3;3
2025-05-29;PETR4;0;31,470;100;100514321;3260;1;2025-05-29;3;8
2025-05-29;PETR4;0;31,460;100;100515471;3270;1;2025-05-29;3;3
2025-05-29;PETR4;0;31,450;600;100515471;3280;1;2025-05-29;27;3
2025-05-29;PETR4;0;31,450;300;100518048;3290;1;2025-05-29;27;88
2025-05-29;PETR4;0;31,450;1900;100522083;3300;1;2025-05-29;27;39
2025-05-29;PETR4;0;31,450;200;100522083;3310;1;2025-05-29;120;39
2025-05-29;PETR4;0;31,450;1500;100522083;3320;1;2025-05-29;120;39
2025-05-29;PETR4;0;31,450;100;100522083;3330;1;2025-05-29;40;39
2025-05-29;PETR4;0;31,450;100;100522083;3340;1;2025-05-29;40;39
2025-05-29;PETR4;0;31,450;1000;100522083;3350;1;2025-05-29;120;39
2025-05-29;PETR4;0;31,450;2000;100522083;3360;1;2025-05-29;39;39
2025-05-29;PETR4;0;31,450;300;100522083;3370;1;2025-05-29;8;39
2025-05-29;PETR4;0;31,450;200;100522083;3380;1;2025-05-29;16;39
2025-05-29;PETR4;0;31,450;1000;100522083;3390;1;2025-05-29;3;39
2025-05-29;PETR4;0;31,470;500;100523577;3400;1;2025-05-29;107;8
2025-05-29;PETR4;0;31,470;200;100525868;3410;1;2025-05-29;3;8
2025-05-29;PETR4;0;31,450;400;100526216;3420;1;2025-05-29;120;39
2025-05-29;PETR4;0;31,450;200;100528530;3430;1;2025-05-29;16;39
2025-05-29;PETR4;0;31,450;100;100528530;3440;1;2025-05-29;27;39
2025-05-29;PETR4;0;31,440;3000;100528543;3450;1;2025-05-29;191;8
2025-05-29;PETR4;0;31,460;100;100530803;3460;1;2025-05-29;4090;8
2025-05-29;PETR4;0;31,450;100;100531885;3470;1;2025-05-29;3;3
